id,parent_id,depth,name_zh,name_en,name_ar,path_zh,is_leaf,state,reason,matched
2113,67,2,装订、胶粘、桌面用品,"Binding, Adhesives & Desktop Supplies",التجليد والمواد اللاصقة ولوازم المكتب,办公、文化 > 装订、胶粘、桌面用品,False,allowed,,
81,67,2,书写工具,Writing Instruments,أدوات الكتابة,办公、文化 > 书写工具,False,allowed,,
2127,67,2,美术、书法、绘图用品,"Art, Calligraphy & Drawing Supplies",لوازم الفن والخط والرسم,办公、文化 > 美术、书法、绘图用品,False,allowed,,
125064004,67,2,文化用品,Cultural Supplies,لوازم ثقافية,办公、文化 > 文化用品,False,allowed,,
732,67,2,办公设备,Office Equipment,معدات مكتبية,办公、文化 > 办公设备,False,allowed,,
1045523,67,2,学习类电子产品,Educational Electronics,أجهزة إلكترونية تعليمية,办公、文化 > 学习类电子产品,False,allowed,,
1045647,67,2,书籍、出版物,Books & Publications,كتب ومنشورات,办公、文化 > 书籍、出版物,False,allowed,,
2112,67,2,办公用纸,Office Paper,ورق المكتب,办公、文化 > 办公用纸,False,allowed,,
2122,67,2,办公收纳,Office Storage,تخزين المكتب,办公、文化 > 办公收纳,False,allowed,,
2121,67,2,财务用品,Financial Supplies,مستلزمات مالية,办公、文化 > 财务用品,False,allowed,,
124904001,67,2,行政用品,Office Supplies,مستلزمات مكتبية,办公、文化 > 行政用品,False,allowed,,
2129,67,2,展示用品,Display Supplies,مستلزمات العرض,办公、文化 > 展示用品,False,allowed,,
1805,67,2,乐器,Musical Instruments,آلات موسيقية,办公、文化 > 乐器,False,allowed,,
201646101,67,2,MIDI乐器/电脑音乐,MIDI Instruments & Music,آلات MIDI والموسيقى الحاسوبية,办公、文化 > MIDI乐器/电脑音乐,False,allowed,,
10260,67,2,耗材,Consumables,المستهلكات,办公、文化 > 耗材,False,allowed,,
201649001,67,2,西洋乐器,Western Musical Instruments,آلات موسيقية غربية,办公、文化 > 西洋乐器,False,allowed,,
201648502,67,2,乐器配件,Musical Instrument Accessories,إكسسوارات الآلات الموسيقية,办公、文化 > 乐器配件,False,allowed,,
2117,67,2,教学模型、器材,Teaching Models & Tools,نماذج وأدوات تعليمية,办公、文化 > 教学模型、器材,False,allowed,,
201649201,67,2,民族乐器,Ethnic Instruments,آلات موسيقية تقليدية,办公、文化 > 民族乐器,False,allowed,,
1045707,67,2,实验室用品,Lab Supplies,مستلزمات المختبر,办公、文化 > 实验室用品,False,allowed,,
201305307,67,2,创意礼品,Creative Gifts,هدايا مبتكرة,办公、文化 > 创意礼品,False,allowed,,
82,67,2,音像制品,Audio & Video Products,منتجات الصوت والفيديو,办公、文化 > 音像制品,False,allowed,,
201229008,67,2,商务礼品,Business Gifts,هدايا الأعمال,办公、文化 > 商务礼品,False,allowed,,
1044181,67,2,工艺品,Handicrafts,الحرف اليدوية,办公、文化 > 工艺品,False,allowed,,
122192001,67,2,气氛、布置用品,Atmosphere & Decoration,أدوات تزيين وأجواء,办公、文化 > 气氛、布置用品,False,allowed,,
201304320,67,2,聚会/魔术/演出用品,"Party, Magic & Performance Supplies",مستلزمات الحفلات والسحر والعروض,办公、文化 > 聚会/魔术/演出用品,False,allowed,,
201162103,67,2,仿真园艺,Artificial Gardening,الزراعة الصناعية,办公、文化 > 仿真园艺,False,allowed,,
1702,67,2,节庆用品,Festival Supplies,مستلزمات الاحتفالات,办公、文化 > 节庆用品,False,allowed,,
122198001,67,2,春节用品,Spring Festival Supplies,مستلزمات عيد الربيع,办公、文化 > 春节用品,False,allowed,,
122196001,67,2,圣诞用品,Christmas Supplies,مستلزمات عيد الميلاد,办公、文化 > 圣诞用品,False,allowed,,
122194001,67,2,婚庆用品,Wedding Supplies,مستلزمات الزفاف,办公、文化 > 婚庆用品,False,allowed,,
201232601,67,2,工艺摆件,Craft Decorations,زينة الحرف اليدوية,办公、文化 > 工艺摆件,False,allowed,,
125492003,67,2,钥匙配饰,Key Accessories,إكسسوارات المفاتيح,办公、文化 > 钥匙配饰,False,allowed,,
201303011,67,2,动漫/影视/明星周边,Anime/Film/Star Merchandise,منتجات أنمي/أفلام/نجوم,办公、文化 > 动漫/影视/明星周边,False,allowed,,
201345914,67,2,古董/古玩/收藏,Antiques & Collectibles,التحف والمقتنيات,办公、文化 > 古董/古玩/收藏,False,allowed,,
201475501,67,2,工艺品配件,Handicraft Accessories,إكسسوارات الحرف اليدوية,办公、文化 > 工艺品配件,False,allowed,,
201333016,67,2,邮票/钱币/纪念币,Stamps/Coins/Commemoratives,طوابع/عملات/تذكارية,办公、文化 > 邮票/钱币/纪念币,False,allowed,,
1044217,67,2,祭祀/殡葬用品,Ritual & Funeral Supplies,مستلزمات الطقوس والجنازات,办公、文化 > 祭祀/殡葬用品,False,allowed,,
1725,67,2,民间工艺品,Folk Crafts,حرف يدوية شعبية,办公、文化 > 民间工艺品,False,allowed,,
201330711,67,2,宗教用品,Religious Items,الأدوات الدينية,办公、文化 > 宗教用品,False,blocked,religious,宗教
125372002,1038378,2,女鞋,Women's Shoes,أحذية نسائية,鞋 > 女鞋,False,allowed,,
126506004,1038378,2,男鞋,Men's Shoes,أحذية رجالية,鞋 > 男鞋,False,allowed,,
125386001,1038378,2,童鞋、婴儿鞋,Kids & Baby Shoes,أحذية أطفال ورضع,鞋 > 童鞋、婴儿鞋,False,allowed,,
125312003,1038378,2,家居鞋,Home Shoes,أحذية المنزل,鞋 > 家居鞋,False,allowed,,
201301601,1038378,2,鞋材,Shoe Materials,مواد الأحذية,鞋 > 鞋材,False,allowed,,
125730003,1038378,2,鞋配件,Shoe Accessories,إكسسوارات الأحذية,鞋 > 鞋配件,False,allowed,,
202030801,311,2,校园服装,School Uniforms,زي المدرسة,童装 > 校园服装,False,allowed,,
127420011,311,2,儿童运动/户外服,Kids Sports & Outdoor Wear,ملابس رياضية وخارجية للأطفال,童装 > 儿童运动/户外服,False,allowed,,
122380006,311,2,婴幼儿寝居/服饰,Baby Bedding & Clothing,مفروشات وملابس أطفال,童装 > 婴幼儿寝居/服饰,False,allowed,,
1037003,311,2,连身衣、爬服,Rompers & Onesies,رومبرز وملابس أطفال,童装 > 连身衣、爬服,True,allowed,,
1037012,311,2,童T恤,Kids T-Shirts,تيشيرتات أطفال,童装 > 童T恤,True,allowed,,
201554412,311,2,儿童POLO衫,Kids Polo Shirts,قمصان بولو أطفال,童装 > 儿童POLO衫,True,allowed,,
1037011,311,2,童衬衫,Kids Shirts,قمصان أطفال,童装 > 童衬衫,True,allowed,,
127430004,311,2,童打底衫,Kids Undershirts,قمصان داخلية للأطفال,童装 > 童打底衫,True,allowed,,
127430003,311,2,童打底裤,Kids Leggings,سراويل ضيقة للأطفال,童装 > 童打底裤,True,allowed,,
1037192,311,2,童套装,Kids Sets,طقم أطفال,童装 > 童套装,True,allowed,,
1042840,311,2,童卫衣,Kids Sweatshirts,سويت شيرت أطفال,童装 > 童卫衣,True,allowed,,
201551614,311,2,童外套/夹克/大衣,Kids Jackets & Coats,جاكيتات ومعاطف أطفال,童装 > 童外套/夹克/大衣,False,allowed,,
201387101,311,2,童牛仔服,Kids Denim,ملابس جينز للأطفال,童装 > 童牛仔服,False,allowed,,
201546613,311,2,童裙,Kids Skirts,تنانير أطفال,童装 > 童裙,False,allowed,,
1037004,311,2,童裤,Kids Pants,سراويل أطفال,童装 > 童裤,True,allowed,,
201552907,311,2,童家居服,Kids Loungewear,ملابس منزلية للأطفال,童装 > 童家居服,False,allowed,,
1037039,311,2,亲子装,Parent-Child Outfits,ملابس عائلية,童装 > 亲子装,True,allowed,,
1043351,311,2,儿童袜,Kids Socks,جوارب أطفال,童装 > 儿童袜,True,allowed,,
127496001,311,2,儿童内衣内裤,Kids Underwear,ملابس داخلية أطفال,童装 > 儿童内衣内裤,False,allowed,,
122698004,311,2,婴儿礼盒,Baby Gift Sets,مجموعات هدايا للأطفال,童装 > 婴儿礼盒,True,allowed,,
1048174,311,2,童背心/吊带衫,Kids Vests & Tank Tops,صدريات وتوبات أطفال,童装 > 童背心/吊带衫,True,allowed,,
1037010,311,2,童毛衣,Kids Sweaters,كنزات أطفال,童装 > 童毛衣,True,allowed,,
1037009,311,2,童针织衫,Kids Knitwear,ملابس محبوكة للأطفال,童装 > 童针织衫,True,allowed,,
201552814,311,2,童羽绒服/羽绒内胆,Kids Down Jackets,معاطف أطفال محشوة بالريش,童装 > 童羽绒服/羽绒内胆,False,allowed,,
1037006,311,2,童棉袄/棉服,Kids Cotton Jackets,سترات قطنية للأطفال,童装 > 童棉袄/棉服,True,allowed,,
1042841,311,2,童马甲,Kids Vests,صدريات أطفال,童装 > 童马甲,True,allowed,,
127164001,311,2,童装杂款包,Kids Clothing Mixed Lots,مجموعات ملابس أطفال مختلطة,童装 > 童装杂款包,True,allowed,,
1037005,311,2,儿童裙（停用）,Kids Skirts (Discontinued),تنانير أطفال (متوقف),童装 > 儿童裙（停用）,True,allowed,,
1037648,311,2,儿童外套/夹克/大衣（停用）,Kids Jackets & Coats (Discontinued),معاطف وأجاكت أطفال (متوقف),童装 > 儿童外套/夹克/大衣（停用）,True,allowed,,
1042754,311,2,儿童家居服（停用）,Kids Homewear (Discontinued),ملابس منزلية أطفال (متوقف),童装 > 儿童家居服（停用）,True,allowed,,
124196006,311,2,童皮衣（停用）,Kids Leather Jackets (Discontinued),سترات جلدية للأطفال (متوقف),童装 > 童皮衣（停用）,True,allowed,,
1037008,311,2,儿童羽绒服/羽绒内胆（停用）,Kids Down Jackets & Liners (Discontinued),سترات ولبادات الأطفال من الريش (متوقف),童装 > 儿童羽绒服/羽绒内胆（停用）,True,allowed,,
122086002,311,2,童旗袍/唐装/民族服装（停用,Kids Traditional Clothes (Discontinued),ملابس تقليدية للأطفال (متوقف),童装 > 童旗袍/唐装/民族服装（停用,True,allowed,,
201545714,311,2,童旗袍/唐装/民族服装,Kids Traditional Clothes,ملابس تقليدية للأطفال,童装 > 童旗袍/唐装/民族服装,False,allowed,,
202057212,311,2,童装加工定制,Kids Clothing Customization,تفصيل ملابس أطفال,童装 > 童装加工定制,False,allowed,,
122478003,312,2,背心、裹胸、抹胸、冰丝袖套,"Vests, Bandeaus & Sleeves",السترات والصدريات والأكمام,内衣 > 背心、裹胸、抹胸、冰丝袖套,False,allowed,,
122450001,312,2,女士内裤,Women's Underwear,ملابس داخلية نسائية,内衣 > 女士内裤,False,allowed,,
201835213,312,2,男士内裤,Men's Underwear,ملابس داخلية رجالية,内衣 > 男士内裤,False,allowed,,
201909602,312,2,丝袜/打底袜,Stockings & Tights,جوارب طويلة وجوارب داخلية,内衣 > 丝袜/打底袜,False,allowed,,
1043349,312,2,袜子,Socks,جوارب,内衣 > 袜子,False,allowed,,
124188007,312,2,文胸,Bras,صدريات,内衣 > 文胸,False,allowed,,
122500001,312,2,睡衣、家居服、睡袍、浴袍,Sleepwear & Robes,ملابس نوم وبيجامات وأرواب,内衣 > 睡衣、家居服、睡袍、浴袍,False,allowed,,
122484001,312,2,塑身内衣,Shapewear,ملابس داخلية مشدودة,内衣 > 塑身内衣,False,allowed,,
122450002,312,2,轻薄材质内衣,Lightweight Underwear,ملابس داخلية خفيفة,内衣 > 轻薄材质内衣,False,allowed,,
202202601,312,2,性感内衣,Lingerie,الملابس الداخلية المثيرة,内衣 > 性感内衣,False,allowed,,
202057216,312,2,内衣礼盒装/套装,Underwear Gift Sets,مجموعات هدايا ملابس داخلية,内衣 > 内衣礼盒装/套装,True,allowed,,
122528003,312,2,胸垫、胸贴、肩带、吊袜带,"Bra Pads, Straps & Garters",حشوات الصدر، الأحزمة، ورباط الجوارب,内衣 > 胸垫、胸贴、肩带、吊袜带,False,allowed,,
202053009,312,2,秋衣秋裤,Thermal Underwear,ملابس داخلية حرارية,内衣 > 秋衣秋裤,False,allowed,,
122558002,312,2,保暖内衣,Thermal Underwear,ملابس داخلية دافئة,内衣 > 保暖内衣,False,allowed,,
1031904,312,2,其他内衣,Other Underwear,ملابس داخلية أخرى,内衣 > 其他内衣,True,allowed,,
202053806,312,2,内衣加工定制,Custom Underwear Processing,تصنيع ملابس داخلية مخصصة,内衣 > 内衣加工定制,False,allowed,,
127464010,54,2,帽子/头巾,Hats & Headscarves,قبعات وأوشحة الرأس,服饰配件、饰品 > 帽子/头巾,False,allowed,,
80,54,2,眼镜及配件,Glasses & Accessories,نظارات وملحقاتها,服饰配件、饰品 > 眼镜及配件,False,allowed,,
127508004,54,2,围巾/丝巾/防晒衣,Scarves/Silk Scarves/Sun Protection Clothing,أوشحة/أوشحة حريرية/ملابس واقية من الشمس,服饰配件、饰品 > 围巾/丝巾/防晒衣,False,allowed,,
127496008,54,2,围巾/帽子/手套 多件套,Scarves/Hats/Gloves Sets,مجموعات أوشحة/قبعات/قفازات,服饰配件、饰品 > 围巾/帽子/手套 多件套,False,allowed,,
127484008,54,2,手套/袖套,Gloves & Sleeves,قفازات وأكمام,服饰配件、饰品 > 手套/袖套,False,allowed,,
127462007,54,2,腰带/腰链/腰封,"Belts, Waist Chains & Corsets",أحزمة، سلاسل الخصر وكورسيهات,服饰配件、饰品 > 腰带/腰链/腰封,False,allowed,,
201564422,54,2,儿童帽子/围巾/手套/配件,Kids Hats/Scarves/Gloves & Accessories,قبعات/أوشحة/قفازات وإكسسوارات أطفال,服饰配件、饰品 > 儿童帽子/围巾/手套/配件,False,allowed,,
201152912,54,2,生活口罩、耳罩,Masks & Ear Covers,أقنعة وغطاءات الأذن,服饰配件、饰品 > 生活口罩、耳罩,False,allowed,,
345,54,2,服装展示道具,Clothing Display Props,أدوات عرض الملابس,服饰配件、饰品 > 服装展示道具,False,allowed,,
127462009,54,2,领部配件,Collar Accessories,إكسسوارات الياقة,服饰配件、饰品 > 领部配件,False,allowed,,
1045423,54,2,服饰配件,Accessories,إكسسوارات,服饰配件、饰品 > 服饰配件,False,allowed,,
127162001,54,2,服饰配件定制,Custom Accessories,إكسسوارات مخصصة,服饰配件、饰品 > 服饰配件定制,True,allowed,,
1752,54,2,发饰、头饰,Hair Accessories & Headwear,إكسسوارات الشعر والقبعات,服饰配件、饰品 > 发饰、头饰,False,allowed,,
201149004,54,2,儿童饰品,Kids Accessories,إكسسوارات أطفال,服饰配件、饰品 > 儿童饰品,False,allowed,,
122706003,54,2,手饰,Hand Jewelry,مجوهرات اليد,服饰配件、饰品 > 手饰,False,allowed,,
122704002,54,2,耳饰,Earrings,أقراط,服饰配件、饰品 > 耳饰,False,allowed,,
122322005,54,2,项饰,Neck Accessories,إكسسوارات الرقبة,服饰配件、饰品 > 项饰,False,allowed,,
1753,54,2,饰品配件,Jewelry Accessories,إكسسوارات المجوهرات,服饰配件、饰品 > 饰品配件,True,allowed,,
201648701,54,2,天然半宝晶石饰品,Natural Semi-precious Stone Jewelry,مجوهرات الأحجار شبه الكريمة الطبيعية,服饰配件、饰品 > 天然半宝晶石饰品,False,allowed,,
127290004,54,2,珠宝饰品,Jewelry,مجوهرات,服饰配件、饰品 > 珠宝饰品,False,allowed,,
201885405,54,2,合成/人工珠宝玉石饰品,Synthetic & Artificial Jewelry,المجوهرات الاصطناعية,服饰配件、饰品 > 合成/人工珠宝玉石饰品,False,allowed,,
201545715,54,2,古风饰品,Traditional Style Accessories,إكسسوارات الطراز التقليدي,服饰配件、饰品 > 古风饰品,False,allowed,,
201308926,54,2,饰品挂饰,Jewelry Charms,تعليقات المجوهرات,服饰配件、饰品 > 饰品挂饰,False,allowed,,
201233908,54,2,半成品饰品配件,Semi-finished Jewelry Accessories,إكسسوارات مجوهرات نصف مصنعة,服饰配件、饰品 > 半成品饰品配件,False,allowed,,
122322004,54,2,衣饰,Clothing & Accessories,ملابس وإكسسوارات,服饰配件、饰品 > 衣饰,False,allowed,,
125740007,54,2,脚饰脐饰及其他饰品,"Foot, Navel & Other Accessories",إكسسوارات القدم والسرة وغيرها,服饰配件、饰品 > 脚饰脐饰及其他饰品,False,allowed,,
201220505,54,2,胸饰,Chest Accessories,إكسسوارات الصدر,服饰配件、饰品 > 胸饰,True,allowed,,
201228407,54,2,背饰,Back Accessories,إكسسوارات الظهر,服饰配件、饰品 > 背饰,True,allowed,,
201221212,54,2,腰部饰品,Waist Accessories,إكسسوارات الخصر,服饰配件、饰品 > 腰部饰品,True,allowed,,
201231105,54,2,穿刺饰品,Piercing Jewelry,مجوهرات ثقب,服饰配件、饰品 > 穿刺饰品,False,allowed,,
1746,54,2,首饰套装,Jewelry Sets,مجموعات المجوهرات,服饰配件、饰品 > 首饰套装,True,allowed,,
1044138,54,2,饰品展示架,Jewelry Displays,حوامل عرض المجوهرات,服饰配件、饰品 > 饰品展示架,True,allowed,,
127174002,54,2,饰品定制,Custom Jewelry,مجوهرات مخصصة,服饰配件、饰品 > 饰品定制,True,allowed,,
1033987,54,2,饰品保养鉴定,Jewelry Care & Appraisal,العناية بالمجوهرات والتقييم,服饰配件、饰品 > 饰品保养鉴定,True,allowed,,
124268003,54,2,表,Watches,ساعات,服饰配件、饰品 > 表,False,allowed,,
125748005,54,2,代理加盟,Agency & Franchise,وكالة وأفران,服饰配件、饰品 > 代理加盟,False,allowed,,
1034448,54,2,服饰项目合作,Accessories Project Cooperation,تعاون مشاريع الإكسسوارات,服饰配件、饰品 > 服饰项目合作,True,allowed,,
201335221,54,2,佛珠/念珠,Prayer Beads,مسبحة,服饰配件、饰品 > 佛珠/念珠,True,blocked,religious,念珠
1045520,1813,2,运动、休闲、传统玩具,"Sports, Leisure & Traditional Toys",ألعاب رياضية وترفيهية وتقليدية,玩具 > 运动、休闲、传统玩具,False,allowed,,
181309,1813,2,益智、科教玩具,Educational & Puzzle Toys,ألعاب تعليمية وألغاز,玩具 > 益智、科教玩具,False,allowed,,
122988002,1813,2,公仔、玩偶、娃娃,Dolls & Plush Toys,دمى وألعاب محشوة,玩具 > 公仔、玩偶、娃娃,False,allowed,,
122962001,1813,2,电动/遥控玩具,Electric & Remote Toys,ألعاب كهربائية وتحكم عن بعد,玩具 > 电动/遥控玩具,False,allowed,,
181302,1813,2,模型玩具,Model Toys,ألعاب النماذج,玩具 > 模型玩具,False,allowed,,
201565322,1813,2,儿童音乐玩具,Kids Musical Toys,ألعاب موسيقية للأطفال,玩具 > 儿童音乐玩具,False,allowed,,
122962004,1813,2,童车、背带,Kids Strollers & Carriers,عربات وحمالات أطفال,玩具 > 童车、背带,False,allowed,,
122984013,1813,2,婴儿玩具,Baby Toys,ألعاب أطفال,玩具 > 婴儿玩具,False,allowed,,
122990003,1813,2,新奇特玩具,Novelty Toys,ألعاب مبتكرة,玩具 > 新奇特玩具,False,allowed,,
122962011,1813,2,过家家玩具,Pretend Play Toys,ألعاب التظاهر,玩具 > 过家家玩具,False,allowed,,
124022002,1813,2,电子/发光玩具,Electronic & Light Toys,ألعاب إلكترونية ومضيئة,玩具 > 电子/发光玩具,False,allowed,,
201160102,1813,2,娃娃及娃娃配件,Dolls & Accessories,دمى وإكسسوارات الدمى,玩具 > 娃娃及娃娃配件,False,allowed,,
127002083,1813,2,积木拼插类玩具,Building Block Toys,ألعاب تركيب المكعبات,玩具 > 积木拼插类玩具,False,allowed,,
1048131,1813,2,充气玩具,Inflatable Toys,ألعاب قابلة للنفخ,玩具 > 充气玩具,False,allowed,,
1045593,1813,2,其他类玩具,Other Toys,ألعاب أخرى,玩具 > 其他类玩具,True,allowed,,
201161304,1813,2,毛绒/布艺公仔玩具,Plush & Fabric Toys,دمى محشوة وأقمشة,玩具 > 毛绒/布艺公仔玩具,False,allowed,,
126482002,1813,2,玩具加工定制,Toy Customization,تخصيص الألعاب,玩具 > 玩具加工定制,True,allowed,,
181312,1813,2,库存玩具,Stock Toys,ألعاب مخزون,玩具 > 库存玩具,True,allowed,,
1043076,1813,2,玩具配件,Toy Accessories,إكسسوارات الألعاب,玩具 > 玩具配件,True,allowed,,
1031795,1813,2,玩具代理加盟,Toy Franchise,امتياز ألعاب,玩具 > 玩具代理加盟,True,allowed,,
124736019,1813,2,正版动漫形象,Official Anime Characters,شخصيات أنمي أصلية,玩具 > 正版动漫形象,True,allowed,,
1031836,1813,2,玩具项目合作,Toy Partnerships,شراكات الألعاب,玩具 > 玩具项目合作,True,allowed,,
1031910,10166,2,连衣裙,Dresses,فساتين,女装 > 连衣裙,True,allowed,,
1031912,10166,2,半身裙,Skirts,تنانير,女装 > 半身裙,True,allowed,,
1031918,10166,2,女式衬衫,Women's Shirts,قمصان نسائية,女装 > 女式衬衫,True,allowed,,
1048256,10166,2,时尚休闲套装,Fashion Casual Sets,طقم كاجوال عصري,女装 > 时尚休闲套装,True,allowed,,
201548801,10166,2,女式职业套装,Women's Workwear,ملابس عمل نسائية,女装 > 女式职业套装,False,allowed,,
201325101,10166,2,女士连体裤/衣,Women's Jumpsuits/Rompers,جمبسوت وملابس نسائية,女装 > 女士连体裤/衣,True,allowed,,
1048182,10166,2,蕾丝衫、雪纺衫,Lace & Chiffon Tops,بلوزات دانتيل وشيفون,女装 > 蕾丝衫、雪纺衫,True,allowed,,
1031919,10166,2,女式T恤,Women's T-Shirts,تيشيرتات نسائية,女装 > 女式T恤,True,allowed,,
201322301,10166,2,女士POLO衫,Women's Polo Shirts,قمصان بولو نسائية,女装 > 女士POLO衫,True,allowed,,
1037021,10166,2,女式卫衣、绒衫,Women's Sweatshirts & Fleece,سويت شيرت وملابس صوفية نسائية,女装 > 女式卫衣、绒衫,True,allowed,,
125746001,10166,2,女式毛衣,Women's Sweaters,كنزات نسائية,女装 > 女式毛衣,False,allowed,,
201723506,10166,2,女士打底,Women's Base Layers,طبقات أساسية نسائية,女装 > 女士打底,False,allowed,,
127386001,10166,2,女式针织衫,Women's Knitwear,ملابس محبوكة نسائية,女装 > 女式针织衫,True,allowed,,
201195601,10166,2,女式防晒衣、防晒服,Women's Sun Protection Clothing,ملابس نسائية للحماية من الشمس,女装 > 女式防晒衣、防晒服,True,allowed,,
1037020,10166,2,小西装,Blazers,السترات,女装 > 小西装,True,allowed,,
201560705,10166,2,女士牛仔外套,Women's Denim Jackets,سترات جينز نسائية,女装 > 女士牛仔外套,True,allowed,,
1036617,10166,2,女式马甲,Women's Vests,صدريات نسائية,女装 > 女式马甲,True,allowed,,
1031920,10166,2,小背心/吊带/抹胸,Tank Tops & Camis,القمصان الداخلية والبلوزات,女装 > 小背心/吊带/抹胸,True,allowed,,
125750002,10166,2,女式夹克/棒球服,Women's Jackets/Baseball Jackets,سترات وبالطو نسائية,女装 > 女式夹克/棒球服,True,allowed,,
125420001,10166,2,女式毛呢外套,Women's Wool Coats,معاطف صوف نسائية,女装 > 女式毛呢外套,True,allowed,,
202057812,10166,2,女式羊绒外套,Women's Cashmere Coats,معاطف كشمير نسائية,女装 > 女式羊绒外套,True,allowed,,
319,10166,2,女式风衣,Women's Trench Coats,معاطف نسائية,女装 > 女式风衣,True,allowed,,
